CAMPUS,DNAME,CNAME,GRADE,District Type,School Site Street Address,School Site City,School Site Zip,Below Grade Level,Approach Grade Level,Meet Grade Level,Master Grade Level
107902104,BROWNSBORO ISD,BROWNSBORO INTE,5,INDEPENDENT,13950 SAYLORS,BROWNSBORO,75756-0465,7.0,98.0,58.0,39.0
107904101,CROSS ROADS ISD,CROSS ROADS ELE,5,INDEPENDENT,14434 FM 59,MALAKOFF,75148-9801,4.0,45.0,18.0,9.0
107905103,EUSTACE ISD,EUSTACE INTERME,5,INDEPENDENT,205 W HENDERSON ST,EUSTACE,75124-0188,14.0,109.0,52.0,28.0
107906102,MALAKOFF ISD,MALAKOFF ELEM.,5,INDEPENDENT,310 N TERRY,MALAKOFF,75148-5905,0.0,55.0,53.0,44.0
107906104,MALAKOFF ISD,TOOL ELEM.,5,INDEPENDENT,1201 S TOOL DR,TOOL,75143,1.0,29.0,22.0,14.0
107907001,TRINIDAD ISD,TRINIDAD SCHOOL,5,INDEPENDENT,105 W EATON,TRINIDAD,75163-6074,4.0,10.0,9.0,7.0
107908101,MURCHISON ISD,MURCHISON ELEM.,5,INDEPENDENT,9661 E BANKHEAD ST,MURCHISON,75778-9767,6.0,11.0,6.0,3.0
107910101,LAPOYNOR ISD,LAPOYNOR ELEM.,5,INDEPENDENT,13155 HWY 175 E,LARUE,75770,7.0,36.0,18.0,7.0
108802101,HORIZON MONTESS,HORIZON MONTESS,5,CHARTER,221 N MAIN ST,MCALLEN,78501,7.0,36.0,21.0,11.0
108802102,HORIZON MONTESS,HORIZON MONTESS,5,CHARTER,1223 SUGARCANE DR,WESLACO,78596,9.0,21.0,8.0,1.0
108802103,HORIZON MONTESS,HORIZON MONTESS,5,CHARTER,2802 S 77 SUNSHINE STRIP,HARLINGEN,78550,6.0,24.0,12.0,7.0
108807101,IDEA PUBLIC SCH,IDEA ACAD.,5,CHARTER,401 S 1ST ST,DONNA,78537,21.0,89.0,56.0,29.0
108807102,IDEA PUBLIC SCH,IDEA QUEST ACAD,5,CHARTER,14001 N ROOTH RD,EDINBURG,78541,13.0,103.0,57.0,38.0
108807103,IDEA PUBLIC SCH,IDEA FRONTIER A,5,CHARTER,2800 S DAKOTA AVE,BROWNSVILLE,78521,17.0,96.0,57.0,31.0
108807104,IDEA PUBLIC SCH,IDEA ACAD. MISS,5,CHARTER,1600 S SCHUERBACH RD,MISSION,78572,1.0,123.0,99.0,76.0
108807105,IDEA PUBLIC SCH,IDEA ACAD. SAN,5,CHARTER,2151 RUSSELL LN,SAN BENITO,78586,18.0,107.0,87.0,58.0
108807106,IDEA PUBLIC SCH,IDEA ACAD. SAN,5,CHARTER,200 N NEBRASKA AVE,SAN JUAN,78589,14.0,95.0,58.0,34.0
108807107,IDEA PUBLIC SCH,IDEA ACAD. ALAM,5,CHARTER,325 E SH 495,ALAMO,78516,22.0,95.0,63.0,41.0
108807108,IDEA PUBLIC SCH,IDEA ACAD. PHAR,5,CHARTER,600 E LAS MILPAS RD,PHARR,78577,18.0,104.0,61.0,40.0
108807109,IDEA PUBLIC SCH,IDEA EDINBURG A,5,CHARTER,2753 N ROEGIERS RD,EDINBURG,78541,10.0,104.0,74.0,51.0
108807110,IDEA PUBLIC SCH,IDEA ACAD. WESL,5,CHARTER,2931 E SUGAR CANE DR,WESLACO,78599,14.0,103.0,61.0,38.0
108807111,IDEA PUBLIC SCH,IDEA MCALLEN AC,5,CHARTER,201 N BENTSEN RD,MCALLEN,78501,5.0,117.0,87.0,53.0
108807112,IDEA PUBLIC SCH,IDEA BROWNSVILL,5,CHARTER,4395 PAREDES LINE RD,BROWNSVILLE,78526,0.0,115.0,94.0,57.0
108807113,IDEA PUBLIC SCH,IDEA WESLACO PI,5,CHARTER,1000 E PIKE BLVD,WESLACO,78596,12.0,106.0,72.0,53.0
108807116,IDEA PUBLIC SCH,IDEA RIO GRANDE,5,CHARTER,2803 W MONARCH LN,RIO GRANDE CITY,78582,3.0,29.0,19.0,10.0
108807120,IDEA PUBLIC SCH,IDEA CARVER ACA,5,CHARTER,217 ROBINSON PL,SAN ANTONIO,78202,6.0,110.0,74.0,51.0
108807121,IDEA PUBLIC SCH,IDEA SOUTH FLOR,5,CHARTER,6919 S FLORES,SAN ANTONIO,78221,3.0,110.0,76.0,41.0
108807122,IDEA PUBLIC SCH,IDEA MONTERREY,5,CHARTER,222 SW 39TH ST,SAN ANTONIO,78237,20.0,102.0,56.0,31.0
108807123,IDEA PUBLIC SCH,IDEA WALZEM ACA,5,CHARTER,6445 WALZEM RD,SAN ANTONIO,78239,18.0,95.0,55.0,25.0
108807124,IDEA PUBLIC SCH,IDEA EASTSIDE A,5,CHARTER,2519 MARTIN LUTHER KING DR,SAN ANTONIO,78203,21.0,77.0,50.0,23.0
108807135,IDEA PUBLIC SCH,IDEA MONTOPOLIS,5,CHARTER,1701 VARGAS RD,AUSTIN,78741,17.0,101.0,59.0,29.0
108807136,IDEA PUBLIC SCH,IDEA RUNDBERG A,5,CHARTER,9504 N INTERSTATE 35,AUSTIN,78753,19.0,87.0,61.0,32.0
108808101,VANGUARD ACADEM,VANGUARD REMBRA,5,CHARTER,1200 E KELLY AVE,PHARR,78577,18.0,88.0,57.0,26.0
108808103,VANGUARD ACADEM,VANGUARD PICASS,5,CHARTER,901 S ATHOL,PHARR,78577,6.0,82.0,55.0,33.0
108808104,VANGUARD ACADEM,VANGUARD MOZART,5,CHARTER,155 E BUSINESS 83,ALAMO,78516,6.0,78.0,43.0,26.0
108808105,VANGUARD ACADEM,VANGUARD BEETHO,5,CHARTER,2215 S VETERANS BLVD,EDINBURG,78539,5.0,71.0,46.0,27.0
108809001,EXCELLENCE IN L,EXCELLENCE IN L,5,CHARTER,915 W EXPY 83,MISSION,78572,11.0,19.0,11.0,6.0
108902102,DONNA ISD,GUZMAN ELEM.,5,INDEPENDENT,510 S D SALINAS BLVD,DONNA,78537-3470,22.0,45.0,28.0,10.0
108902103,DONNA ISD,T. PRICE ELEM.,5,INDEPENDENT,2906 E ROBERTS,DONNA,78537-9999,16.0,46.0,19.0,7.0
108902104,DONNA ISD,A.M. OCHOA ELEM,5,INDEPENDENT,424 S 11TH ST,DONNA,78537-3217,15.0,47.0,27.0,11.0
108902105,DONNA ISD,RUNN ELEM.,5,INDEPENDENT,1701 E HWY 281,DONNA,78537,5.0,30.0,16.0,12.0
108902106,DONNA ISD,C. STAINKE ELEM,5,INDEPENDENT,1309 S AVE,DONNA,78537-3754,9.0,81.0,46.0,26.0
108902109,DONNA ISD,J.W. CACERES EL,5,INDEPENDENT,503 S HUTTO RD,DONNA,78537-2416,10.0,48.0,29.0,8.0
108902111,DONNA ISD,M. RIVAS ELEM.,5,INDEPENDENT,503 S HUTTO RD,DONNA,78537-2416,12.0,40.0,24.0,18.0
108902112,DONNA ISD,CAPTAIN D. SALI,5,INDEPENDENT,333 E HWY 83,ALAMO,78516-2702,5.0,89.0,66.0,36.0
108902113,DONNA ISD,PATRICIA S. GAR,5,INDEPENDENT,8801 ALBERTA RD,DONNA,78537,17.0,65.0,30.0,15.0
108902114,DONNA ISD,MARIA ALICIA P.,5,INDEPENDENT,1901 E ROOSEVELT,DONNA,78537,11.0,103.0,69.0,30.0
108902115,DONNA ISD,LE NOIR ELEM.,5,INDEPENDENT,316 N MAIN ST,DONNA,78537,19.0,55.0,30.0,18.0
108902116,DONNA ISD,DANIEL SINGLETE,5,INDEPENDENT,9113 N VAL VERDE RD,DONNA,78537,18.0,74.0,41.0,19.0
108902117,DONNA ISD,ELOY GARZA SALA,5,INDEPENDENT,3207 N GOOLIE RD,DONNA,78537,27.0,67.0,44.0,23.0
108902118,DONNA ISD,JULIAN S. ADAME,5,INDEPENDENT,5001 N FM 493,DONNA,78537,14.0,98.0,59.0,31.0
108903102,EDCOUCH-ELSA IS,SANTIAGO GARCIA,5,INDEPENDENT,101 E SANTA ROSA AVE,EDCOUCH,78538,15.0,85.0,55.0,34.0
108903103,EDCOUCH-ELSA IS,KENNEDY ELEM.,5,INDEPENDENT,500 W 9TH ST,ELSA,78543,32.0,72.0,39.0,16.0
108903104,EDCOUCH-ELSA IS,RUBEN C. RODRIG,5,INDEPENDENT,920 SANTA ROSA,EDCOUCH,78538,32.0,57.0,21.0,13.0
108903105,EDCOUCH-ELSA IS,LBJ ELEM.,5,INDEPENDENT,200 S FANNIN ST,ELSA,78543,12.0,84.0,49.0,26.0
108904101,EDINBURG CISD,AUSTIN ELEM.,5,INDEPENDENT,1023 E KUHN ST,EDINBURG,78539,5.0,47.0,41.0,32.0
108904102,EDINBURG CISD,BREWSTER ELEM.,5,INDEPENDENT,22420 FM1017,EDINBURG,78541,2.0,27.0,18.0,9.0
108904103,EDINBURG CISD,HARGILL ELEM.,5,INDEPENDENT,13394 4TH ST,HARGILL,78549,3.0,54.0,45.0,24.0
108904104,EDINBURG CISD,BETTS ELEM.,5,INDEPENDENT,2320 S CESAR CHAVEZ RD,EDINBURG,75839,1.0,71.0,52.0,24.0
108904105,EDINBURG CISD,JEFFERSON ELEM.,5,INDEPENDENT,904 S 12TH AVE,EDINBURG,78539,2.0,93.0,75.0,50.0
108904106,EDINBURG CISD,TREVINO ELEM.,5,INDEPENDENT,909 S MONMACK RD,EDINBURG,78539,8.0,102.0,71.0,47.0
108904107,EDINBURG CISD,LEE ELEM.,5,INDEPENDENT,1215 W SPRAGUE ST,EDINBURG,78539,10.0,60.0,31.0,20.0
108904108,EDINBURG CISD,LINCOLN ELEM.,5,INDEPENDENT,1319 E LOVETT ST,EDINBURG,78539,6.0,74.0,51.0,29.0
108904109,EDINBURG CISD,GUERRA ELEM.,5,INDEPENDENT,10010 N VILLA FERNANDEZ RD,EDINBURG,78539,13.0,90.0,61.0,33.0
108904110,EDINBURG CISD,ZAVALA ELEM.,5,INDEPENDENT,3615 W ROGERS RD,EDINBURG,78539,4.0,61.0,51.0,32.0
108904111,EDINBURG CISD,TRAVIS ELEM.,5,INDEPENDENT,1200 S 21ST AVE,EDINBURG,78539,8.0,54.0,35.0,16.0
108904112,EDINBURG CISD,FREDDY GONZALEZ,5,INDEPENDENT,2401 S SUGAR RD,EDINBURG,78539,3.0,72.0,50.0,27.0
108904113,EDINBURG CISD,L.B. JOHNSON EL,5,INDEPENDENT,1801 E SPRAGUE ST,EDINBURG,78539,10.0,62.0,37.0,23.0
108904114,EDINBURG CISD,CANTERBURY ELEM,5,INDEPENDENT,2821 W CANTON RD,EDINBURG,78539,1.0,112.0,96.0,67.0
108904115,EDINBURG CISD,MONTE CRISTO EL,5,INDEPENDENT,4010 N DOOLITTLE RD,EDINBURG,78539,15.0,86.0,55.0,39.0
108904116,EDINBURG CISD,ESCANDON ELEM.,5,INDEPENDENT,1100 E TRENTON RD,EDINBURG,78539,5.0,102.0,81.0,57.0
108904117,EDINBURG CISD,DE LA VINA ELEM,5,INDEPENDENT,1001 S JACKSON RD,EDINBURG,78539,12.0,71.0,52.0,40.0
108904118,EDINBURG CISD,SAN CARLOS ELEM,5,INDEPENDENT,505 S 83RD ST,EDINBURG,78539,8.0,73.0,57.0,37.0
108904119,EDINBURG CISD,TRUMAN ELEM.,5,INDEPENDENT,701 W ROGERS RD,EDINBURG,78539,7.0,99.0,72.0,50.0
108904120,EDINBURG CISD,EISENHOWER ELEM,5,INDEPENDENT,2901 E RUSSELL RD,EDINBURG,78539,17.0,92.0,66.0,38.0
108904121,EDINBURG CISD,JOHN F. KENNEDY,5,INDEPENDENT,8610 TEX-MEX,EDINBURG,78539,16.0,64.0,39.0,19.0
108904122,EDINBURG CISD,CANO-GONZALEZ E,5,INDEPENDENT,1701 S RAUL LONGORIA,EDINBURG,78539,8.0,59.0,43.0,28.0
108904123,EDINBURG CISD,CAVAZOS ELEM.,5,INDEPENDENT,1501 W FREDDY GONZALEZ,MCALLEN,78501,7.0,64.0,46.0,30.0
108904124,EDINBURG CISD,VILLARREAL ELEM,5,INDEPENDENT,4014 N DOOLITTLE RD,EDINBURG,78539,15.0,77.0,50.0,33.0
108904125,EDINBURG CISD,CARMEN V. AVILA,5,INDEPENDENT,9205 N ALAMO,EDINBURG,78541,9.0,84.0,56.0,37.0
108904126,EDINBURG CISD,ANNE L. MAGEE E,5,INDEPENDENT,3420 ROGERS RD,EDINBURG,78541,5.0,71.0,42.0,21.0
108904127,EDINBURG CISD,DR. THOMAS ESPA,5,INDEPENDENT,2510 S CESAR CHAVEZ,EDINBURG,78539,7.0,62.0,35.0,19.0
108904128,EDINBURG CISD,DR. KAY TEER CR,5,INDEPENDENT,1800 E DAVIS RD,EDINBURG,78540,5.0,95.0,71.0,48.0
108904129,EDINBURG CISD,ALFONSO RAMIREZ,5,INDEPENDENT,1700 W ALBERTA RD,EDINBURG,78539,7.0,92.0,72.0,45.0
108904130,EDINBURG CISD,R.C. FLORES-MAR,5,INDEPENDENT,14000 N ROOTH RD,EDINBURG,78540,5.0,71.0,57.0,43.0
108904131,EDINBURG CISD,MACARIA DELA GA,5,INDEPENDENT,1801 E FREDDY GONZALEZ DR,EDINBURG,78542,7.0,72.0,54.0,41.0
108905101,HIDALGO ISD,HIDALGO ELEM.,5,INDEPENDENT,601 SECOND ST,HIDALGO,78557-3004,4.0,39.0,22.0,12.0
108905102,HIDALGO ISD,J.C. KELLY ELEM,5,INDEPENDENT,201 E LAS MILPAS RD,PHARR,78577-9784,4.0,46.0,38.0,27.0
108905103,HIDALGO ISD,DR. ALEJO SALIN,5,INDEPENDENT,411 EBANO,HIDALGO,78557-3004,1.0,39.0,29.0,14.0
108905104,HIDALGO ISD,HIDALGO PARK EL,5,INDEPENDENT,8700 S I RD,PHARR,78577,4.0,41.0,32.0,22.0
108906101,MCALLEN ISD,ALVAREZ ELEM.,5,INDEPENDENT,2606 GUMWOOD AVE,MCALLEN,78501-7554,9.0,54.0,32.0,20.0
108906103,MCALLEN ISD,BONHAM ELEM.,5,INDEPENDENT,2400 JORDAN RD,MCALLEN,78503-7814,4.0,41.0,27.0,11.0
108906106,MCALLEN ISD,HOUSTON ELEM.,5,INDEPENDENT,3221 OLGA AVE,MCALLEN,78503-9999,4.0,66.0,45.0,22.0
108906107,MCALLEN ISD,JACKSON ELEM.,5,INDEPENDENT,501 HARVEY,MCALLEN,78501,6.0,84.0,67.0,36.0
108906111,MCALLEN ISD,MILAM ELEM.,5,INDEPENDENT,3800 N MAIN ST,MCALLEN,78501-9999,11.0,137.0,112.0,76.0
108906112,MCALLEN ISD,WILSON ELEM.,5,INDEPENDENT,1200 HACKBERRY ST,MCALLEN,78501-5743,14.0,65.0,38.0,22.0
108906114,MCALLEN ISD,FIELDS ELEM.,5,INDEPENDENT,500 W DALLAS AVE,MCALLEN,78501-2751,25.0,48.0,28.0,20.0
108906116,MCALLEN ISD,SEGUIN ELEM.,5,INDEPENDENT,2200 N 29TH ST,MCALLEN,78501-7928,21.0,76.0,49.0,28.0
108906119,MCALLEN ISD,ESCANDON ELEM.,5,INDEPENDENT,2901 COLBATH AVE,MCALLEN,78503-8380,10.0,51.0,33.0,17.0
108906120,MCALLEN ISD,RAYBURN ELEM.,5,INDEPENDENT,7000 N MAIN ST,MCALLEN,78504-3148,14.0,65.0,54.0,35.0
108906121,MCALLEN ISD,ROOSEVELT ELEM.,5,INDEPENDENT,4801 S 26TH ST,MCALLEN,78503-8696,10.0,55.0,36.0,18.0
108906122,MCALLEN ISD,GARZA ELEM.,5,INDEPENDENT,6300 N 29TH ST,MCALLEN,78504-4752,18.0,66.0,47.0,28.0
108906123,MCALLEN ISD,MCAULIFFE ELEM.,5,INDEPENDENT,3000 DAFFODIL AVE,MCALLEN,78501-5812,15.0,65.0,46.0,26.0
108906124,MCALLEN ISD,GONZALEZ ELEM.,5,INDEPENDENT,201 E MARTIN AVE,MCALLEN,78504-2059,6.0,131.0,111.0,86.0
108906126,MCALLEN ISD,CASTANEDA ELEM.,5,INDEPENDENT,4100 N 34TH,MCALLEN,78504,4.0,91.0,74.0,54.0
108906127,MCALLEN ISD,BLANCA E. SANCH,5,INDEPENDENT,2901 INCARNATE WORD,MCALLEN,78504,6.0,79.0,62.0,46.0
108906128,MCALLEN ISD,DR. PABLO PEREZ,5,INDEPENDENT,7801 N MAIN,MCALLEN,78504,7.0,90.0,66.0,53.0
108906129,MCALLEN ISD,LUCILE HENDRICK,5,INDEPENDENT,3900 GOLDCREST,MCALLEN,78504,7.0,77.0,57.0,35.0
108906130,MCALLEN ISD,THIGPEN-ZAVALA,5,INDEPENDENT,2500 GALVESTON AVE,MCALLEN,78501,15.0,71.0,39.0,18.0
108907102,MERCEDES ISD,TAYLOR ELEM.,5,INDEPENDENT,900 N MISSOURI AVE,MERCEDES,78570-2329,18.0,95.0,52.0,24.0
108907103,MERCEDES ISD,TRAVIS ELEM.,5,INDEPENDENT,1551 S GEORGIA AVE,MERCEDES,78570-4103,21.0,90.0,48.0,25.0
108907107,MERCEDES ISD,RUBEN HINOJOSA,5,INDEPENDENT,500 S RIO RICO RD,MERCEDES,78570,14.0,102.0,65.0,32.0
108907109,MERCEDES ISD,JOHN F. KENNEDY,5,INDEPENDENT,801 HIDALGO ST,MERCEDES,78570-0419,15.0,89.0,58.0,34.0
108908101,MISSION CISD,BRYAN ELEM.,5,INDEPENDENT,1300 ELM DR,MISSION,78572-9999,23.0,97.0,56.0,39.0
108908102,MISSION CISD,CASTRO ELEM.,5,INDEPENDENT,200 S MAYBERRY,MISSION,78572-9999,26.0,49.0,31.0,16.0
108908104,MISSION CISD,MARCELL ELEM.,5,INDEPENDENT,1101 N HOLLAND,MISSION,78572-3646,18.0,51.0,28.0,17.0
108908105,MISSION CISD,PEARSON ELEM.,5,INDEPENDENT,315 HOLLAND AVE,MISSION,78572-9999,11.0,50.0,27.0,14.0
108908107,MISSION CISD,ALTON ELEM.,5,INDEPENDENT,205 N CHICAGO,ALTON,78573,13.0,54.0,35.0,25.0
108908108,MISSION CISD,CANTU ELEM.,5,INDEPENDENT,920 W MAIN AVE,ALTON,78573,18.0,56.0,42.0,27.0
108908109,MISSION CISD,LEAL ELEM.,5,INDEPENDENT,318 S LOS EBANOS RD,MISSION,78572-6901,1.0,86.0,54.0,40.0
108908110,MISSION CISD,MIMS ELEM.,5,INDEPENDENT,200 E TWO MILE RD,MISSION,78574,10.0,89.0,73.0,48.0
108908111,MISSION CISD,OLLIE O'GRADY E,5,INDEPENDENT,810 W GRIFFIN PKWY,MISSION,78572-2213,24.0,56.0,28.0,22.0
108908112,MISSION CISD,CARL C. WAITZ E,5,INDEPENDENT,842 W SAINT FRANCIS AVE,ALTON,78573,15.0,72.0,39.0,20.0
108908113,MISSION CISD,SALINAS ELEM.,5,INDEPENDENT,10820 N CONWAY AVE,MISSION,78573,2.0,57.0,50.0,41.0
108908114,MISSION CISD,RAQUEL CAVAZOS,5,INDEPENDENT,803 S LOS EBANOS BLVD,ALTON,78573,4.0,72.0,53.0,31.0
108908115,MISSION CISD,HURLA M. MIDKIF,5,INDEPENDENT,4201 N MAYBERRY,PALMHURST,78574,6.0,86.0,73.0,51.0
108908116,MISSION CISD,HILDA C. ESCOBA,5,INDEPENDENT,3505 N TROSPER RD,MISSION,78574,10.0,67.0,45.0,24.0
108909101,PHARR-SAN JUAN-,JOHN MCKEEVER E,5,INDEPENDENT,1310 W RIDGE,ALAMO,78516-9999,15.0,84.0,59.0,34.0
108909106,PHARR-SAN JUAN-,JOHN DOEDYNS EL,5,INDEPENDENT,1401 N RAUL LONGORIA RD,SAN JUAN,78589-4401,19.0,79.0,49.0,29.0
108909107,PHARR-SAN JUAN-,GERALDINE PALME,5,INDEPENDENT,1200 W HALL ACRES RD,PHARR,78577-5543,5.0,89.0,67.0,48.0
108909108,PHARR-SAN JUAN-,HENRY FORD ELEM,5,INDEPENDENT,1110 E POLK ST,PHARR,78577-9999,10.0,103.0,63.0,42.0
108909110,PHARR-SAN JUAN-,ZEFERINO FARIAS,5,INDEPENDENT,1100 W ACACIA ST,ALAMO,78516-8601,9.0,63.0,43.0,24.0
108909112,PHARR-SAN JUAN-,ALFRED SORENSEN,5,INDEPENDENT,701 E SAM HOUSTON,SAN JUAN,78589-2446,10.0,72.0,52.0,37.0
108909113,PHARR-SAN JUAN-,AIDA C. ESCOBAR,5,INDEPENDENT,901 W KELLY ST,PHARR,78577-4419,11.0,97.0,69.0,44.0
108909115,PHARR-SAN JUAN-,RAUL LONGORIA E,5,INDEPENDENT,2500 N CYPRESS,PHARR,78577-1859,19.0,61.0,33.0,17.0
108909116,PHARR-SAN JUAN-,DANIEL RAMIREZ,5,INDEPENDENT,1920 N HIBISCUS,PHARR,78577-7201,7.0,68.0,46.0,24.0
108909117,PHARR-SAN JUAN-,KELLY-PHARR ELE,5,INDEPENDENT,500 E SAM HOUSTON ST,PHARR,78577-5540,15.0,86.0,59.0,33.0
108909118,PHARR-SAN JUAN-,AMANDA GARZA-PE,5,INDEPENDENT,500 E FM 495,SAN JUAN,78589-9999,9.0,99.0,55.0,28.0
108909119,PHARR-SAN JUAN-,EDITH AND ETHEL,5,INDEPENDENT,100 W RIDGE RD,SAN JUAN,78589-9999,16.0,108.0,73.0,42.0
108909120,PHARR-SAN JUAN-,ARNOLDO CANTU S,5,INDEPENDENT,2900 N R LONGORIA,SAN JUAN,78589-1225,11.0,73.0,52.0,31.0
108909121,PHARR-SAN JUAN-,SANTOS LIVAS EL,5,INDEPENDENT,733 N ALAMO RD,ALAMO,78516-3700,8.0,82.0,41.0,23.0
108909122,PHARR-SAN JUAN-,DRS. REED AND M,5,INDEPENDENT,400 E ELDORA RD,SAN JUAN,78589,4.0,66.0,54.0,33.0
108909123,PHARR-SAN JUAN-,CESAR CHAVEZ EL,5,INDEPENDENT,401 E THOMAS RD,PHARR,78577-1225,3.0,59.0,50.0,32.0
108909124,PHARR-SAN JUAN-,DR. WILLIAM LON,5,INDEPENDENT,3700 N RAIDERS DR,PHARR,78577-1225,15.0,127.0,92.0,59.0
108909125,PHARR-SAN JUAN-,VIDA N. CLOVER,5,INDEPENDENT,800 E CARROL ST,SAN JUAN,78589,8.0,68.0,50.0,36.0
108909126,PHARR-SAN JUAN-,AUGUSTO GUERRA,5,INDEPENDENT,807 FM495,ALAMO,78516,14.0,81.0,58.0,35.0
108909127,PHARR-SAN JUAN-,GRACIELA GARCIA,5,INDEPENDENT,1002 W JUAN BALLI,PHARR,78577-1225,6.0,54.0,49.0,33.0
108909128,PHARR-SAN JUAN-,CARMEN ANAYA EL,5,INDEPENDENT,1000 W DICKER RD,PHARR,78577,0.0,63.0,54.0,31.0
108909129,PHARR-SAN JUAN-,SERGEANT LEONEL,5,INDEPENDENT,901 E EL DORA RD,SAN JUAN,78589,17.0,57.0,37.0,21.0
108909130,PHARR-SAN JUAN-,ALLEN AND WILLI,5,INDEPENDENT,615 W EL DORA RD,PHARR,78577,10.0,70.0,49.0,33.0
108909134,PHARR-SAN JUAN-,MARCIA R. GARZA,5,INDEPENDENT,810 E EL GATO,ALAMO,78516,11.0,75.0,48.0,38.0
108909136,PHARR-SAN JUAN-,BERTA S. PALACI,5,INDEPENDENT,801 E THOMAS DR,PHARR,78577,9.0,57.0,35.0,15.0
108910105,PROGRESO ISD,EAST ELEM.,5,,,,,25.0,91.0,49.0,26.0
108911101,SHARYLAND ISD,JOHN H. SHARY E,5,INDEPENDENT,2300 N GLASSCOCK RD,MISSION,78574,7.0,123.0,92.0,57.0
108911102,SHARYLAND ISD,OLIVERO GARZA S,5,INDEPENDENT,7905 N TAYLOR RD,MCALLEN,78504,2.0,78.0,62.0,38.0
108911103,SHARYLAND ISD,JESSIE L. JENSE,5,INDEPENDENT,510 N GLASSCOCK BLVD,ALTON,78573,10.0,85.0,55.0,31.0
108911104,SHARYLAND ISD,ROMULO D. MARTI,5,INDEPENDENT,2571 E 4TH ST,MISSION,78572,13.0,78.0,60.0,44.0
108911105,SHARYLAND ISD,RUBEN HINOJOSA,5,INDEPENDENT,4205 LOS INDIOS PKWY,MISSION,78572,5.0,61.0,47.0,36.0
108911107,SHARYLAND ISD,LLOYD AND DOLLY,5,INDEPENDENT,2101 S TAYLOR RD,MCALLEN,78501,2.0,64.0,55.0,37.0
108911108,SHARYLAND ISD,HARRY SHIMOTSU,5,INDEPENDENT,3101 SAN MATEO ST,MISSION,78572,0.0,100.0,91.0,73.0
108911109,SHARYLAND ISD,DONNA WERNECKE,5,INDEPENDENT,4500 DOVE AVE,MCALLEN,78504,4.0,116.0,102.0,74.0
108912102,LA JOYA ISD,JOHN F. KENNEDY,5,INDEPENDENT,1801 N DIAMOND AVE,PENITAS,78576,7.0,105.0,86.0,63.0
108912104,LA JOYA ISD,GUILLERMO FLORE,5,INDEPENDENT,1913 ROQUE SALINAS,MISSION,78572,17.0,60.0,37.0,12.0
108912105,LA JOYA ISD,ROSENDO BENAVID,5,INDEPENDENT,1882 EL PINTO RD,SULLIVAN CITY,78595,15.0,40.0,25.0,15.0
108912106,LA JOYA ISD,LEO J. LEO ELEM,5,INDEPENDENT,1625 ROQUE SALINAS,MISSION,78572-2009,8.0,70.0,38.0,20.0
108912107,LA JOYA ISD,ELIGIO KIKA DE,5,INDEPENDENT,5441 LA HOMA RD,MISSION,78572,10.0,52.0,29.0,15.0
108912108,LA JOYA ISD,E.B. REYNA ELEM,5,INDEPENDENT,900 E VETERANS BLVD,MISSION,78572,7.0,75.0,53.0,32.0
108912109,LA JOYA ISD,ELODIA R. CHAPA,5,INDEPENDENT,5670 DOFFING RD,MISSION,78574-2009,13.0,64.0,47.0,30.0
108912110,LA JOYA ISD,JOSE DE ESCANDO,5,INDEPENDENT,700 N SCHUEBACH RD,MISSION,78572,15.0,79.0,48.0,21.0
108912111,LA JOYA ISD,DIAZ-VILLARREAL,5,INDEPENDENT,5543 LA HOMA RD,MISSION,78572,15.0,69.0,46.0,31.0
108912112,LA JOYA ISD,NARCISO CAVAZOS,5,INDEPENDENT,4563 MINNESOTA RD,MISSION,78572,2.0,68.0,45.0,29.0
108912113,LA JOYA ISD,TABASCO ELEM.,5,INDEPENDENT,223 S LEO AVE,LA JOYA,78560,9.0,104.0,82.0,54.0
108912114,LA JOYA ISD,PATRICIO PEREZ,5,INDEPENDENT,4431 MINNESOTA RD,MISSION,78572,5.0,64.0,39.0,18.0
108912115,LA JOYA ISD,HENRY B. GONZAL,5,INDEPENDENT,3912 E EXPY 83,MISSION,78572,15.0,69.0,40.0,20.0
108912116,LA JOYA ISD,LLOYD M. BENTSE,5,INDEPENDENT,3301 W MILE 3,MISSION,78572,16.0,82.0,49.0,25.0
108912117,LA JOYA ISD,SAM FORDYCE ELE,5,INDEPENDENT,801 FM 886,SULLIVAN CITY,78595,12.0,56.0,42.0,30.0
108912118,LA JOYA ISD,EMILIANO ZAPATA,5,INDEPENDENT,9100 N LA HOMA,MISSION,78572,15.0,76.0,56.0,29.0
108912120,LA JOYA ISD,JUAN SEGUIN ELE,5,INDEPENDENT,8500 N WESTERN RD,MISSION,78574,16.0,63.0,30.0,15.0
108912121,LA JOYA ISD,ENRIQUE KIKI CA,5,INDEPENDENT,2612 N MOOREFIELD RD,MISSION,78574,3.0,95.0,73.0,52.0
108912122,LA JOYA ISD,DR. AMERICO PAR,5,INDEPENDENT,5301 BENTSEN PALM DR,MISSION,78572,3.0,58.0,44.0,25.0
108912123,LA JOYA ISD,WILLIAM J. CLIN,5,INDEPENDENT,39202 MILE 7 RD,PENITAS,78576,7.0,84.0,55.0,32.0
108912124,LA JOYA ISD,CORINA PENA ELE,5,INDEPENDENT,4800 LIBERTY BLVD,PENITAS,78576,35.0,81.0,44.0,19.0
108912126,LA JOYA ISD,EVANGELINA GARZ,5,INDEPENDENT,8731 N DOFFING RD,MISSION,78574,19.0,75.0,42.0,21.0
